Name;Families;;
Mixtec, Pinotepa Nacional;Otomanguean;;
Mixtec, San Juan Colorado;Otomanguean;;
Mixtec, San Juan Teita;Otomanguean;;
Mixtec, San Miguel el Grande;Otomanguean;;
Mixtec, San Miguel Piedras;Otomanguean;;
Mixtec, Santa Lucía Monteverde;Otomanguean;;
Mixtec, Santa María Zacatepec;Otomanguean;;
Mixtec, Silacayoapan;Otomanguean;;
Mixtec, Sindihui;Otomanguean;;
Mixtec, Sinicahua;Otomanguean;;
Mixtec, Southeastern Nochixtlán;Otomanguean;;
Mixtec, Southern Puebla;Otomanguean;;
Mixtec, Southwestern Tlaxiaco;Otomanguean;;
Mixtec, Soyaltepec;Otomanguean;;
Mixtec, Tacahua;Otomanguean;;
Mixtec, Tamazola;Otomanguean;;
Mixtec, Tezoatlán;Otomanguean;;
Mixtec, Tidaá;Otomanguean;;
Mixtec, Tijaltepec;Otomanguean;;
Mixtec, Tlazoyaltepec;Otomanguean;;
Mixtec, Tututepec;Otomanguean;;
Mixtec, Western Juxtlahuaca;Otomanguean;;
Mixtec, Yoloxóchitl;Otomanguean;;
Mixtec, Yosondúa;Otomanguean;;
Mixtec, Yucuañe;Otomanguean;;
Mixtec, Yutanduchi;Otomanguean;;
Miyako;Japonic;;
Miyobe;Niger-Congo;;
Mizo;Sino-Tibetan;;
Mlabri;Austro-Asiatic;;
Mlahsö;Afro-Asiatic;;
Mlap;Nimboran;;
Mlomp;Niger-Congo;;
Mmen;Niger-Congo;;
Mnong, Central;Austro-Asiatic;;
Mnong, Eastern;Austro-Asiatic;;
Mnong, Southern;Austro-Asiatic;;
Mo;Austronesian;;
Mo’da;Nilo-Saharan;;
Moba;Niger-Congo;;
Mobilian;Pidgin;;
Mòcheno;Indo-European;;
Mochi;Niger-Congo;;
Mochica;Language isolate;;
Mocho;Mayan;;
Mocoví;Guaykuruan;;
Modang;Austronesian;;
Modole;West Papuan;;
Moere;Trans-New Guinea;;
Mofu-Gudur;Afro-Asiatic;;
Mofu, North;Afro-Asiatic;;
Moghamo;Niger-Congo;;
Mogholi;Mongolic;;
Mogofin;Niger-Congo;;
Mogum;Afro-Asiatic;;
Mohave;Cochimí-Yuman;;
Mohawk;Iroquoian;;
Mohegan-Pequot;Algic;;
Moi;Niger-Congo;;
Moi Kelim;West Papuan;;
Moi Lemas;West Papuan;;
Moi-Wadea;Trans-New Guinea;;
Moikodi;Trans-New Guinea;;
Moingi;Niger-Congo;;
Moiso;Austronesian;;
Moji;Sino-Tibetan;;
Mok;Austro-Asiatic;;
Mokati;Trans-New Guinea;;
Moken;Austronesian;;
Mokilese;Austronesian;;
Moklen;Austronesian;;
Mokole;Niger-Congo;;
Mokpwe;Niger-Congo;;
Moksela;Austronesian;;
Moksha;Uralic;;
Mol;Torricelli;;
Molale;Language isolate;;
Molbog;Austronesian;;
Molengue;Niger-Congo;;
Molima;Austronesian;;
Molo;Nilo-Saharan;;
Molof;Unclassified;;
Moloko;Afro-Asiatic;;
Moma;Austronesian;;
Momare;Trans-New Guinea;;
Mombum;Trans-New Guinea;;
Momina;Somahai;;
Momu;Fas;;
Momuna;Somahai;;
Mon;Austro-Asiatic;;
Mondé;Tupian;;
Mondropolon;Austronesian;;
Mongo-Nkundu;Niger-Congo;;
Mongolian, Halh;Mongolic;;
Mongolian, Peripheral;Mongolic;;
Mongondow;Austronesian;;
Moni;Trans-New Guinea;;
Mono;Austronesian;;
Mono;Niger-Congo;;
Mono;Niger-Congo;;
Mono;Uto-Aztecan;;
Monom;Austro-Asiatic;;
Monpa, Kalaktang;Sino-Tibetan;;
Monpa, Tawang;Sino-Tibetan;;
Montenegrin;Indo-European;;
Monumbo;Torricelli;;
Monzombo;Niger-Congo;;
Moo;Niger-Congo;;
Moore;Niger-Congo;;
Mor;Austronesian;;
Mor;Trans-New Guinea;;
Moraid;West Papuan;;
Morawa;Trans-New Guinea;;
Morerebi;Tupian;;
Mores;Austronesian;;
Moresada;Trans-New Guinea;;
Mori Atas;Austronesian;;
Mori Bawah;Austronesian;;
Morigi;Trans-New Guinea;;
Moriori;Austronesian;;
Morisyen;Creole;;
Moro;Niger-Congo;;
Morokodo;Nilo-Saharan;;
Morom;Nilo-Saharan;;
Moronene;Austronesian;;
Morop;Trans-New Guinea;;
Morori;Trans-New Guinea;;
Morrobalama;Australian;;
Mortlockese;Austronesian;;
Moru;Nilo-Saharan;;
Mosimo;Trans-New Guinea;;
Mositacha;Afro-Asiatic;;
Moskona;East Bird’s Head-Sentani;;
Mota;Austronesian;;
Motu;Austronesian;;
Motu, Hiri;Pidgin;;
Motuna;South Bougainville;;
Mouk-Aria;Austronesian;;
Mouwase;Trans-New Guinea;;
Movima;Language isolate;;
Mpade;Afro-Asiatic;;
Mpalitjanh;Australian;;
Mpi;Sino-Tibetan;;
Mpiemo;Niger-Congo;;
Mpinda;Niger-Congo;;
Mpoto;Niger-Congo;;
Mpotovoro;Austronesian;;
Mpumpong;Niger-Congo;;
Mpur;Language isolate;;
Mro-Khimi;Sino-Tibetan;;
Mru;Sino-Tibetan;;
Mser;Afro-Asiatic;;
Muak Sa-aak;Austro-Asiatic;;
Mualang;Austronesian;;
Mubako;Niger-Congo;;
Mubami;Trans-New Guinea;;
Mubi;Afro-Asiatic;;
Muda;Sino-Tibetan;;
Mudburra;Australian;;
Muduga;Dravidian;;
Mufian;Torricelli;;
Mugali;Sino-Tibetan;;
Mugom-Karmarong;Sino-Tibetan;;
Muinane;Witotoan;;
Muji, Northern;Sino-Tibetan;;
Muji, Qila;Sino-Tibetan;;
Muji, Southern;Sino-Tibetan;;
Mukha-Dora;Dravidian;;
Mukulu;Afro-Asiatic;;
Mulaha;Trans-New Guinea;;
Mulam;Kra-Dai;;
Mulao;Kra-Dai;;
Mulgi;Afro-Asiatic;;
Mulimba;Niger-Congo;;
Muluridyi;Australian;;
Mum;Trans-New Guinea;;
Mumuye;Niger-Congo;;
Muna;Austronesian;;
Munda;Austro-Asiatic;;
Mundabli;Niger-Congo;;
Mundang;Niger-Congo;;
Mundani;Niger-Congo;;
Mundari;Austro-Asiatic;;
Mündü;Niger-Congo;;
Mundurukú;Tupian;;
Mungaka;Niger-Congo;;
Mungbam;Niger-Congo;;
Munggui;Austronesian;;
Mungkip;Trans-New Guinea;;
Muniche;Language isolate;;
Munit;Trans-New Guinea;;
Munji;Indo-European;;
Muno;Kwomtari;;
Munsee;Algic;;
Muong;Austro-Asiatic;;
Mur Pano;Austronesian;;
Muratayak;Trans-New Guinea;;
Muria, Eastern;Dravidian;;
Muria, Far Western;Dravidian;;
Muria, Western;Dravidian;;
Murik;Austronesian;;
Murik;Ramu-Lower Sepik;;
Murkim;Unclassified;;
Murle;Nilo-Saharan;;
Murrinh-Patha;Australian;;
Mursi;Nilo-Saharan;;
Murupi;Trans-New Guinea;;
Murut, Bookan;Austronesian;;
Murut, Kalabakan;Austronesian;;
Murut, Keningau;Austronesian;;
Murut, Paluan;Austronesian;;
Murut, Selungai;Austronesian;;
Murut, Sembakung;Austronesian;;
Murut, Serudung;Austronesian;;
Murut, Tahol;Austronesian;;
Murut, Timugon;Austronesian;;
Muruwari;Australian;;
Musasa;Indo-European;;
Musey;Afro-Asiatic;;
Musgu;Afro-Asiatic;;
Mushungulu;Niger-Congo;;
Musi;Austronesian;;
Muskogee;Muskogean;;
Muskum;Afro-Asiatic;;
Musom;Austronesian;;
Mussau-Emira;Austronesian;;
Muthuvan;Dravidian;;
Mutu;Austronesian;;
Muyang;Afro-Asiatic;;
Muyu, North;Trans-New Guinea;;
Muyu, South;Trans-New Guinea;;
Muyuw;Austronesian;;
Muzi;Sino-Tibetan;;
Mvanip;Niger-Congo;;
Mvuba;Nilo-Saharan;;
Mwaghavul;Afro-Asiatic;;
Mwakai;Mongol-Langam;;
Mwan;Niger-Congo;;
Mwani;Niger-Congo;;
Mwatebu;Austronesian;;
Mwera;Niger-Congo;;
Mwera;Niger-Congo;;
Mwerlap;Austronesian;;
Mwimbi-Muthambi;Niger-Congo;;
Mwotlap;Austronesian;;
Myene;Niger-Congo;;
N’kep;Austronesian;;
N’Ko;Mixed language;;
Na;Sino-Tibetan;;
Na-kara;Australian;;
Ná-Meo;Hmong-Mien;;
Na’ahai;Austronesian;;
Naaba;Sino-Tibetan;;
Naami;Niger-Congo;;
Naasioi;South Bougainville;;
Naba;Nilo-Saharan;;
Nabak;Trans-New Guinea;;
Nabi;Torricelli;;
Nachiring;Sino-Tibetan;;
Nadëb;Puinavean;;
Nafaanra;Niger-Congo;;
Nafi;Austronesian;;
Nafri;East Bird’s Head-Sentani;;
Nafusi;Afro-Asiatic;;
Naga, Akyaung Ari;Sino-Tibetan;;
Naga, Angami;Sino-Tibetan;;
Naga, Ao;Sino-Tibetan;;
Naga, Chang;Sino-Tibetan;;
Naga, Chen-Kayu;Sino-Tibetan;;
Naga, Chokri;Sino-Tibetan;;
Naga, Chothe;Sino-Tibetan;;
Naga, Inpui;Sino-Tibetan;;
Naga, Jejara;Sino-Tibetan;;
Naga, Kharam;Sino-Tibetan;;
Naga, Khezha;Sino-Tibetan;;
Naga, Khiamniungan;Sino-Tibetan;;
Naga, Khoibu;Sino-Tibetan;;
Naga, Kokak;Sino-Tibetan;;
Naga, Konyak;Sino-Tibetan;;
Naga, Lainong;Sino-Tibetan;;
Naga, Lao;Sino-Tibetan;;
Naga, Liangmai;Sino-Tibetan;;
Naga, Long Phuri;Sino-Tibetan;;
Naga, Lotha;Sino-Tibetan;;
Naga, Makuri;Sino-Tibetan;;
Naga, Mao;Sino-Tibetan;;
Naga, Maram;Sino-Tibetan;;
Naga, Maring;Sino-Tibetan;;
Naga, Monsang;Sino-Tibetan;;
Naga, Moyon;Sino-Tibetan;;
Naga, Mzieme;Sino-Tibetan;;
Naga, Nocte;Sino-Tibetan;;
Naga, Northern Rengma;Sino-Tibetan;;
Naga, Paungnyuan;Sino-Tibetan;;
Naga, Phom;Sino-Tibetan;;
Naga, Pochuri;Sino-Tibetan;;
Naga, Ponyo-Gongwang;Sino-Tibetan;;
Naga, Poumai;Sino-Tibetan;;
Naga, Puimei;Sino-Tibetan;;
Naga, Rongmei;Sino-Tibetan;;
Naga, Sangtam;Sino-Tibetan;;
Naga, Southern Rengma;Sino-Tibetan;;
Naga, Sumi;Sino-Tibetan;;
Naga, Tangkhul;Sino-Tibetan;;
Naga, Tangkhul;Sino-Tibetan;;
Naga, Tangshang;Sino-Tibetan;;
Naga, Tarao;Sino-Tibetan;;
Naga, Thangal;Sino-Tibetan;;
Naga, Tutsa;Sino-Tibetan;;
Naga, Wancho;Sino-Tibetan;;
Naga, Yimchungru;Sino-Tibetan;;
Naga, Zeme;Sino-Tibetan;;
Nagamese;Creole;;
Nagarchal;Dravidian;;
Nage;Austronesian;;
Nago, Northern;Niger-Congo;;
Nago, Southern;Niger-Congo;;
Nagumi;Niger-Congo;;
Nahali;Indo-European;;
Nahari;Indo-European;;
Nahavaq;Austronesian;;
Nahuat;Uto-Aztecan;;
Nahuatl, Central;Uto-Aztecan;;
Nahuatl, Central Huasteca;Uto-Aztecan;;
Nahuatl, Central Puebla;Uto-Aztecan;;
Nahuatl, Coatepec;Uto-Aztecan;;
Nahuatl, Eastern Durango;Uto-Aztecan;;
Nahuatl, Eastern Huasteca;Uto-Aztecan;;
Nahuatl, Guerrero;Uto-Aztecan;;
Nahuatl, Highland Puebla;Uto-Aztecan;;
Nahuatl, Huaxcaleca;Uto-Aztecan;;
Nahuatl, Isthmus-Cosoleacaque;Uto-Aztecan;;
Nahuatl, Isthmus-Mecayapan;Uto-Aztecan;;
Nahuatl, Isthmus-Pajapan;Uto-Aztecan;;
Nahuatl, Michoacán;Uto-Aztecan;;
Nahuatl, Morelos;Uto-Aztecan;;
Nahuatl, Northern Oaxaca;Uto-Aztecan;;
Nahuatl, Northern Puebla;Uto-Aztecan;;
Nahuatl, Ometepec;Uto-Aztecan;;
Nahuatl, Orizaba;Uto-Aztecan;;
Nahuatl, Santa María la Alta;Uto-Aztecan;;
Nahuatl, Sierra Negra;Uto-Aztecan;;
Nahuatl, Southeastern Puebla;Uto-Aztecan;;
Nahuatl, Tabasco;Uto-Aztecan;;
Nahuatl, Temascaltepec;Uto-Aztecan;;
Nahuatl, Tetelcingo;Uto-Aztecan;;
Nahuatl, Tlamacazapa;Uto-Aztecan;;
Nahuatl, Western Durango;Uto-Aztecan;;
Nahuatl, Western Huasteca;Uto-Aztecan;;
Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla;Uto-Aztecan;;
Nai;Kwomtari;;
Naka’ela;Austronesian;;
Nakai;Trans-New Guinea;;
Nakame;Trans-New Guinea;;
Nakanai;Austronesian;;
Nake;Trans-New Guinea;;
Naki;Niger-Congo;;
Nakwi;Arai (Left May);;
Nalca;Trans-New Guinea;;
Nali;Austronesian;;
Nalik;Austronesian;;
Nalögo;Austronesian;;
Nalu;Niger-Congo;;
Naluo;Sino-Tibetan;;
Nama;South-Central Papuan;;
Namakura;Austronesian;;
Namat;South-Central Papuan;;
Nambikuára, Southern;Nambikwara;;
Nambo;South-Central Papuan;;
Nambya;Niger-Congo;;
Namia;Sepik;;
Namiae;Trans-New Guinea;;
Namla;Unclassified;;
Namo;South-Central Papuan;;
Namonuito;Austronesian;;
Namosi-Naitasiri-Serua;Austronesian;;
Namuyi;Sino-Tibetan;;
Nanai;Tungusic;;
Nancere;Afro-Asiatic;;
Nande;Niger-Congo;;
Ñandeva;Tupian;;
Nandi;Nilo-Saharan;;
Nankina;Trans-New Guinea;;
Nanti;Maipurean;;
Nanticoke;Algic;;
Nanubae;Arafundi;;
Napoletano;Indo-European;;
Napu;Austronesian;;
Nar Phu;Sino-Tibetan;;
Nara;Nilo-Saharan;;
Narak;Trans-New Guinea;;
Nari Nari;Australian;;
Naro;Khoe-Kwadi;;
Narom;Austronesian;;
Narragansett;Algic;;
Narua;Sino-Tibetan;;
Narungga;Australian;;
Nasa;Paezan;;
Nasal;Austronesian;;
Nasarian;Austronesian;;
Naskapi;Algic;;
Nasu, Wumeng;Sino-Tibetan;;
Nasu, Wusa;Sino-Tibetan;;
Natanzi;Indo-European;;
Natchez;Language isolate;;
Nateni;Niger-Congo;;
Nathembo;Niger-Congo;;
Natioro;Niger-Congo;;
Natügu;Austronesian;;
Nauete;Austronesian;;
Nauo;Australian;;
Nauruan;Austronesian;;
Navajo;Eyak-Athabaskan;;
Nawaru;Trans-New Guinea;;
Nawathinehena;Algic;;
Nawdm;Niger-Congo;;
Nawuri;Niger-Congo;;
Naxi;Sino-Tibetan;;
Nayi;Afro-Asiatic;;
Nayini;Indo-European;;
Nchane;Niger-Congo;;
Nchumbulu;Niger-Congo;;
Nda’nda’;Niger-Congo;;
Ndai;Niger-Congo;;
Ndaka;Niger-Congo;;
Ndali;Niger-Congo;;
Ndam;Afro-Asiatic;;
Ndamba;Niger-Congo;;
Ndambomo;Niger-Congo;;
Ndasa;Niger-Congo;;
Ndau;Niger-Congo;;
Nde-Gbite;Niger-Congo;;
Nde-Nsele-Nta;Niger-Congo;;
Ndebele;Niger-Congo;;
Ndebele;Niger-Congo;;
Ndemli;Niger-Congo;;
Ndendeule;Niger-Congo;;
Ndengereko;Niger-Congo;;
Nding;Niger-Congo;;
Ndobo;Niger-Congo;;
Ndoe;Niger-Congo;;
Ndogo;Niger-Congo;;
Ndolo;Niger-Congo;;
Ndom;Trans-New Guinea;;
Ndombe;Niger-Congo;;
Ndonde Hamba;Niger-Congo;;
Ndonga;Niger-Congo;;
Ndoola;Niger-Congo;;
Ndra’ngith;Australian;;
Ndrulo;Nilo-Saharan;;
Nduga;Trans-New Guinea;;
Ndumu;Niger-Congo;;
Ndunda;Niger-Congo;;
Ndunga;Niger-Congo;;
Ndut;Niger-Congo;;
Ndwewe;Niger-Congo;;
Ndyuka-Trio Pidgin;Pidgin;;
Nedebang;Trans-New Guinea;;
Nefamese;Pidgin;;
Negerhollands;Creole;;
Negeri Sembilan Malay;Austronesian;;
Negidal;Tungusic;;
Nehan;Austronesian;;
Neherneh;Austronesian;;
Nek;Trans-New Guinea;;
Nekgini;Trans-New Guinea;;
Neko;Trans-New Guinea;;
Neku;Austronesian;;
Nêlêmwa-Nixumwak;Austronesian;;
Nema;Trans-New Guinea;;
Neme;South-Central Papuan;;
Nemi;Austronesian;;
Nen;South-Central Papuan;;
Nend;Trans-New Guinea;;
Nenets;Uralic;;
Nengone;Austronesian;;
Neo-Mandaic;Afro-Asiatic;;
Nepali;Indo-European;;
Nepali;Indo-European;;
Nete;Trans-New Guinea;;
Netvaar;Austronesian;;
Neve’ei;Austronesian;;
Neverver;Austronesian;;
Newar;Sino-Tibetan;;
Neyo;Niger-Congo;;
Nez Perce;Sahaptian;;
Ng’akarimojong;Nilo-Saharan;;
Ngaanyatjarra;Australian;;
Ngäbere;Chibchan;;
Ngad’a;Austronesian;;
Ngad’a, Eastern;Austronesian;;
Ngadjunmaya;Australian;;
Ngadjuri;Australian;;
Ngaing;Trans-New Guinea;;
Ngaju;Austronesian;;
Ngalakgan;Australian;;
Ngalum;Trans-New Guinea;;
Ngam;Nilo-Saharan;;
Ngambay;Nilo-Saharan;;
Ngamini;Australian;;
Ngamo;Afro-Asiatic;;
Ngan’gityemerri;Australian;;
Nganakarti;Australian;;
Nganasan;Uralic;;
Ngandi;Australian;;
Ngandjera;Niger-Congo;;
Ngando;Niger-Congo;;
Ngando;Niger-Congo;;
Ngangam;Niger-Congo;;
Ngantangarra;Australian;;
Nganyaywana;Australian;;
Ngardi;Australian;;
Ngarigu;Australian;;
Ngarinyin;Australian;;
Ngarinyman;Australian;;
Ngarla;Australian;;
Ngarluma;Australian;;
Ngarrindjeri;Australian;;
Ngas;Afro-Asiatic;;
Ngasa;Nilo-Saharan;;
Ngatik Men’s Creole;Creole;;
Ngawun;Australian;;
Ngayawung;Australian;;
Ngbaka;Niger-Congo;;
Ngbaka Ma’bo;Niger-Congo;;
Ngbaka Manza;Niger-Congo;;
Ngbandi, Northern;Niger-Congo;;
Ngbandi, Southern;Niger-Congo;;
Ngbee;Niger-Congo;;
Ngbinda;Niger-Congo;;
Ngbundu;Niger-Congo;;
Ngelima;Niger-Congo;;
Ngemba;Niger-Congo;;
Ngen;Austronesian;;
Ngen;Niger-Congo;;
Ngendelengo;Niger-Congo;;
Ngete;Afro-Asiatic;;
Nggem;Trans-New Guinea;;
Nggwahyi;Afro-Asiatic;;
Nghlwa;Niger-Congo;;
Ngie;Niger-Congo;;
Ngiemboon;Niger-Congo;;
Ngiemekohke;Niger-Congo;;
Ngile;Niger-Congo;;
Ngindo;Niger-Congo;;
Ngiti;Nilo-Saharan;;
Ngizim;Afro-Asiatic;;
Ngom;Niger-Congo;;
Ngomba;Niger-Congo;;
Ngombale;Niger-Congo;;
Ngombe;Niger-Congo;;
Ngombe;Niger-Congo;;
Ngongo;Niger-Congo;;
Ngoreme;Niger-Congo;;
Ngoshie;Niger-Congo;;
Ngulu;Niger-Congo;;
Nguluwan;Mixed language;;
Ngumbarl;Australian;;
Ngunawal;Australian;;
Ngundi;Niger-Congo;;
Ngundu;Niger-Congo;;
Ngungwel;Niger-Congo;;
Nguôn;Austro-Asiatic;;
Ngurmbur;Australian;;
Ngwaba;Afro-Asiatic;;
Ngwe;Niger-Congo;;
Ngwii;Niger-Congo;;
Ngwo;Niger-Congo;;
Nhanda;Australian;;
Nhengatu;Tupian;;
Nhirrpi;Australian;;
Nhuwala;Australian;;
Nias;Austronesian;;
Nicaragua English Creole;Creole;;
Nicobarese, Car;Austro-Asiatic;;
Nicobarese, Central;Austro-Asiatic;;
Nicobarese, Southern;Austro-Asiatic;;
Niellim;Niger-Congo;;
Nihali;Language isolate;;
Nii;Trans-New Guinea;;
Niksek;Sepik;;
Nikyob-Nindem;Niger-Congo;;
Nila;Austronesian;;
Nilamba;Niger-Congo;;
Nimadi;Indo-European;;
Nimanbur;Australian;;
Nimbari;Niger-Congo;;
Nimboran;Nimboran;;
Nimo;Arai (Left May);;
Ninam;Yanomaman;;
Ninde;Austronesian;;
Nindi;Niger-Congo;;
Ningera;Border;;
Ninggerum;Trans-New Guinea;;
Ningil;Torricelli;;
Ninzo;Niger-Congo;;
Nipsan;Trans-New Guinea;;
Nisa;East Geelvink Bay;;
Nisenan;Maiduan;;
Nisga’a;Tsimshian;;
Nisi;Sino-Tibetan;;
Nisu, Eastern;Sino-Tibetan;;
Nisu, Northern;Sino-Tibetan;;
Nisu, Northwestern;Sino-Tibetan;;
Nisu, Southern;Sino-Tibetan;;
Nisu, Southwestern;Sino-Tibetan;;
Niuafo’ou;Austronesian;;
Niuatoputapu;Austronesian;;
Niue;Austronesian;;
Nivaclé;Matacoan;;
Niwer Mil;Austronesian;;
Nizaa;Niger-Congo;;
Njalgulgule;Nilo-Saharan;;
Njebi;Niger-Congo;;
Njen;Niger-Congo;;
Njerep;Niger-Congo;;
Njyem;Niger-Congo;;
Nkami;Niger-Congo;;
Nkangala;Niger-Congo;;
Nkari;Niger-Congo;;
Nkem-Nkum;Niger-Congo;;
Nkongho;Niger-Congo;;
Nkonya;Niger-Congo;;
Nkoroo;Niger-Congo;;
Nkoya;Niger-Congo;;
Nkukoli;Niger-Congo;;
Nkumbi;Niger-Congo;;
Nkutu;Niger-Congo;;
Nnam;Niger-Congo;;
Nobiin;Nilo-Saharan;;
Nobonob;Trans-New Guinea;;
Nogai;Turkic;;
Noipä;Austronesian;;
Noiri;Indo-European;;
Nomaande;Niger-Congo;;
Nomane;Trans-New Guinea;;
Nomatsigenga;Maipurean;;
Nomlaki;Wintuan;;
Nomu;Trans-New Guinea;;
Nonuya;Witotoan;;
Nooksack;Salish;;
Noon;Niger-Congo;;
Noone;Niger-Congo;;
Nora;Kra-Dai;;
Norn;Indo-European;;
Northern Kalapuya;Takelman;;
Northern Straits Salish;Salish;;
Northwestern !Kung;Kx’a;;
Norwegian;Indo-European;;
Norwegian, Traveller;Mixed language;;
Notre;Niger-Congo;;
Notsi;Austronesian;;
Nottoway;Iroquoian;;
Nottoway-Meherrin;Iroquoian;;
Noy;Niger-Congo;;
Nsenga;Niger-Congo;;
Nsiteu;Niger-Congo;;
Ntcham;Niger-Congo;;
Nteng;Afro-Asiatic;;
Ntomba;Niger-Congo;;
Nuaulu, North;Austronesian;;
Nuaulu, South;Austronesian;;
Nubaca;Niger-Congo;;
Nubi;Creole;;
Nubri;Sino-Tibetan;;
Nuer;Nilo-Saharan;;
Nugunu;Australian;;
Nugunu;Niger-Congo;;
Nuk;Trans-New Guinea;;
Nukak Makú;Puinavean;;
Nukeria;Austronesian;;
Nukna;Trans-New Guinea;;
Nukuini;Panoan;;
Nukumanu;Austronesian;;
Nukuoro;Austronesian;;
Nulibie;Niger-Congo;;
Numala;Niger-Congo;;
Numana;Niger-Congo;;
Numanggang;Trans-New Guinea;;
Numbami;Austronesian;;
Nume;Austronesian;;
Numèè;Austronesian;;
Nung;Kra-Dai;;
Nungali;Australian;;
Nunggubuyu;Australian;;
Nungu;Niger-Congo;;
Nungura;Niger-Congo;;
Nuni, Northern;Niger-Congo;;
Nuni, Southern;Niger-Congo;;
Nunukul;Australian;;
Nuosu;Sino-Tibetan;;
Nupbikha;Sino-Tibetan;;
Nupe-Nupe-Tako;Niger-Congo;;
Nusa Laut;Austronesian;;
Nusu;Sino-Tibetan;;
Nuu-chah-nulth;Wakashan;;
Nya Huba;Afro-Asiatic;;
Nyabwa;Niger-Congo;;
Nyagbo;Niger-Congo;;
Nyaheun;Austro-Asiatic;;
Nyahkur;Austro-Asiatic;;
Nyakyusa-Ngonde;Niger-Congo;;
Nyala;Niger-Congo;;
Nyali;Niger-Congo;;
Nyam;Afro-Asiatic;;
Nyamal;Australian;;
Nyambo;Niger-Congo;;
Nyamusa-Molo;Nilo-Saharan;;
Nyamwanga;Niger-Congo;;
Nyamwezi;Niger-Congo;;
Nyaneka;Niger-Congo;;
Nyang’i;Nilo-Saharan;;
Nyanga;Niger-Congo;;
Nyanga-li;Niger-Congo;;
Nyangatom;Nilo-Saharan;;
Nyangga;Australian;;
Nyangumarta;Australian;;
Nyankore;Niger-Congo;;
Nyankpa;Niger-Congo;;
Nyaturu;Niger-Congo;;
Nyaw;Kra-Dai;;
Nyawaygi;Australian;;
Nyelâyu;Austronesian;;
Nyemba;Niger-Congo;;
Nyengo;Niger-Congo;;
Nyenkha;Sino-Tibetan;;
Nyeshangte;Sino-Tibetan;;
Nyeu;Austro-Asiatic;;
Nyiha, Malawi;Niger-Congo;;
Nyiha, Tanzania;Niger-Congo;;
Nyika;Niger-Congo;;
Nyika, Tanzania;Niger-Congo;;
Nyikina;Australian;;
Nyindrou;Austronesian;;
Nyindu;Niger-Congo;;
Nyishi;Sino-Tibetan;;
Nyiyaparli;Australian;;
Nyokon;Niger-Congo;;
Nyole;Niger-Congo;;
Nyoro;Niger-Congo;;
Nyulnyul;Australian;;
Nyungar;Australian;;
Nyungwe;Niger-Congo;;
Nzadi;Niger-Congo;;
Nzakambay;Niger-Congo;;
Nzakara;Niger-Congo;;
Nzanyi;Afro-Asiatic;;
Nzema;Niger-Congo;;
Nǁng;Tuu;;
O’chi’chi’;Niger-Congo;;
O’du;Austro-Asiatic;;
Oa;Austronesian;;
Oadki;Indo-European;;
Obispeño;Chumashan;;
Oblo;Niger-Congo;;
Obokuitai;Lakes Plain;;
Obolo;Niger-Congo;;
Obulom;Niger-Congo;;
Ocaina;Witotoan;;
Occitan;Indo-European;;
Odia;Indo-European;;
Odiai;Language isolate;;
Odoodee;Trans-New Guinea;;
Odual;Niger-Congo;;
Odut;Niger-Congo;;
Ofayé;Language isolate;;
Ofo;Siouan-Catawban;;
Ogbah;Niger-Congo;;
Ogbia;Niger-Congo;;
Ogbogolo;Niger-Congo;;
Ogbronuagum;Niger-Congo;;
Ogea;Trans-New Guinea;;
Ohendo;Niger-Congo;;
Ohlone, Northern;Miwok-Costanoan;;
Ohlone, Southern;Miwok-Costanoan;;
Oirata;Trans-New Guinea;;
Oji-Cree;Algic;;
Ojibwa;Algic;;
Ojibwa, Central;Algic;;
Ojibwa, Eastern;Algic;;
Ojibwa, Northwestern;Algic;;
Ojibwa, Western;Algic;;
Okanagan;Salish;;
Oki-No-Erabu;Japonic;;
Okiek;Nilo-Saharan;;
Okinawan, Central;Japonic;;
Oko-Eni-Osayen;Niger-Congo;;
Oko-Juwoi;Andamanese;;
Okobo;Niger-Congo;;
Okodia;Niger-Congo;;
Okolie;Nilo-Saharan;;
Okolod;Austronesian;;
Okpamheri;Niger-Congo;;
Okpe;Niger-Congo;;
Okpe;Niger-Congo;;
Oksapmin;Trans-New Guinea;;
Oku;Niger-Congo;;
Olekha;Sino-Tibetan;;
Olkol;Australian;;
Olo;Torricelli;;
Oloma;Niger-Congo;;
Olrat;Austronesian;;
Olu’bo;Nilo-Saharan;;
Olukhayo;Niger-Congo;;
Olùkùmi;Niger-Congo;;
Olulumo-Ikom;Niger-Congo;;
Olumarachi;Niger-Congo;;
Olumarama;Niger-Congo;;
Olunyole;Niger-Congo;;
Olushisa;Niger-Congo;;
Olutsotso;Niger-Congo;;
Oluwanga;Niger-Congo;;
Omagua;Tupian;;
Omaha-Ponca;Siouan-Catawban;;
Ombamba;Niger-Congo;;
Ombo;Niger-Congo;;
Omi;Nilo-Saharan;;
Ömie;Trans-New Guinea;;
Omok;Yukaghir;;
Omotik;Nilo-Saharan;;
Omurano;Language isolate;;
Ona;Chon;;
One, Inebu;Torricelli;;
One, Kabore;Torricelli;;
One, Kwamtim;Torricelli;;
One, Molmo;Torricelli;;
One, Northern;Torricelli;;
One, Southern;Torricelli;;
Oneida;Iroquoian;;
Ong;Austro-Asiatic;;
Öñge;Andamanese;;
Ongota;Language isolate;;
